time,icao24,velocity,vertrate,onground,baroaltitude,geoaltitude,time_s,phase,color
0 days 01:25:40.000000000,4bb859,226.05701970934288,0.0,False,11277.6,11376.66,5140.0,CR,5
0 days 01:25:50.000000000,4bb859,225.74480350285089,0.0,False,11277.6,11376.66,5150.0,CR,5
0 days 01:26:00.000000000,4bb859,224.9273657178767,0.32512,False,11277.6,11376.66,5160.0,CR,5
0 days 01:26:10.000000000,4bb859,224.2061217512157,0.0,False,11277.6,11376.66,5170.0,CR,5
0 days 01:26:20.000000000,4bb859,224.2061217512157,0.0,False,11277.6,11376.66,5180.0,CR,5
0 days 01:26:30.000000000,4bb859,225.55480233570893,0.0,False,11277.6,11384.28,5190.0,CR,5
0 days 01:26:40.000000000,4bb859,226.9980870963637,0.0,False,11277.6,11384.28,5200.0,CR,5
0 days 01:26:50.000000000,4bb859,227.81274158000642,0.0,False,11277.6,11384.28,5210.0,CR,5
0 days 01:27:00.000000000,4bb859,228.62912353421254,0.0,False,11277.6,11384.28,5220.0,CR,5
0 days 01:27:10.000000000,4bb859,227.4051972431026,0.0,False,11277.6,11384.28,5230.0,CR,5
0 days 01:27:20.000000000,4bb859,225.93640193264167,0.0,False,11277.6,11384.28,5240.0,CR,5
0 days 01:27:30.000000000,4bb859,224.7596357210958,0.0,False,11277.6,11384.28,5250.0,CR,5
0 days 01:27:40.000000000,4bb859,225.278311136198,0.32512,False,11277.6,11391.9,5260.0,CR,5
0 days 01:27:50.000000000,4bb859,225.57357500565757,-0.32512,False,11277.6,11391.9,5270.0,CR,5
0 days 01:28:00.000000000,4bb859,226.2998166171632,0.0,False,11277.6,11391.9,5280.0,CR,5
0 days 01:28:10.000000000,4bb859,227.07036017812013,0.0,False,11277.6,11384.28,5290.0,CR,5
0 days 01:28:20.000000000,4bb859,227.84294407094072,0.0,False,11277.6,11391.9,5300.0,CR,5
0 days 01:28:30.000000000,4bb859,228.22999466885932,0.0,False,11277.6,11391.9,5310.0,CR,5
0 days 01:28:40.000000000,4bb859,228.61754761050065,0.6502399999999999,False,11285.22,11399.52,5320.0,CR,5
0 days 01:28:50.000000000,4bb859,228.27985148202026,0.32512,False,11285.22,11399.52,5330.0,CR,5
0 days 01:29:00.000000000,4bb859,227.9428161077361,-0.6502399999999999,False,11285.22,11407.14,5340.0,CR,5
0 days 01:29:10.000000000,4bb859,226.1553399802116,-0.6502399999999999,False,11285.22,11407.14,5350.0,CR,5
0 days 01:29:20.000000000,4bb859,223.6435461348784,0.0,False,11277.6,11399.52,5360.0,CR,5
0 days 01:29:30.000000000,4bb859,223.1999348309955,0.32512,False,11277.6,11399.52,5370.0,CR,5
0 days 01:29:40.000000000,4bb859,223.53701763810622,-0.32512,False,11277.6,11399.52,5380.0,CR,5
0 days 01:29:50.000000000,4bb859,224.2627737345591,0.0,False,11277.6,11399.52,5390.0,CR,5
0 days 01:30:00.000000000,4bb859,224.988541313138,0.0,False,11277.6,11399.52,5400.0,CR,5
0 days 01:30:10.000000000,4bb859,225.71432026308318,0.0,False,11277.6,11399.52,5410.0,CR,5
0 days 01:30:20.000000000,4bb859,227.21716689978214,0.0,False,11277.6,11399.52,5420.0,CR,5
0 days 01:30:30.000000000,4bb859,227.9428161077361,0.0,False,11277.6,11407.14,5430.0,CR,5
0 days 01:30:40.000000000,4bb859,229.0575991453067,0.32512,False,11277.6,11407.14,5440.0,CR,5
0 days 01:30:50.000000000,4bb859,230.84553156805438,0.0,False,11277.6,11407.14,5450.0,CR,5
0 days 01:31:00.000000000,4bb859,231.96005565425187,-0.32512,False,11277.6,11407.14,5460.0,CR,5
0 days 01:31:10.000000000,4bb859,231.62380495225983,0.32512,False,11277.6,11407.14,5470.0,CR,5
0 days 01:31:20.000000000,4bb859,231.62380495225983,0.0,False,11277.6,11407.14,5480.0,CR,5
0 days 01:31:30.000000000,4bb859,231.57123953263715,-0.32512,False,11277.6,11414.76,5490.0,CR,5
0 days 01:31:40.000000000,4bb859,231.1829142551384,0.0,False,11277.6,11414.76,5500.0,CR,5
0 days 01:31:50.000000000,4bb859,230.7950822993713,0.32512,False,11277.6,11414.76,5510.0,CR,5
0 days 01:32:00.000000000,4bb859,230.7950822993713,0.0,False,11277.6,11414.76,5520.0,CR,5
0 days 01:32:10.000000000,4bb859,231.52094839845063,-0.32512,False,11277.6,11414.76,5530.0,CR,5
0 days 01:32:20.000000000,4bb859,232.2468249332572,0.0,False,11277.6,11414.76,5540.0,CR,5
0 days 01:32:30.000000000,4bb859,232.58558856024368,0.0,False,11277.6,11414.76,5550.0,CR,5
0 days 01:32:40.000000000,4bb859,232.97271180624688,0.0,False,11277.6,11414.76,5560.0,CR,5
0 days 01:32:50.000000000,4bb859,232.97271180624688,0.0,False,11277.6,11414.76,5570.0,CR,5
0 days 01:33:00.000000000,4bb859,232.63451191089558,0.0,False,11277.6,11422.38,5580.0,CR,5
0 days 01:33:10.000000000,4bb859,232.63451191089558,0.0,False,11277.6,11422.38,5590.0,CR,5
0 days 01:33:20.000000000,4bb859,232.2468249332572,0.0,False,11277.6,11422.38,5600.0,CR,5
0 days 01:33:30.000000000,4bb859,231.8596311486665,0.32512,False,11277.6,11422.38,5610.0,CR,5
0 days 01:33:40.000000000,4bb859,231.8596311486665,0.0,False,11277.6,11430.000000000002,5620.0,CR,5
0 days 01:33:50.000000000,4bb859,231.47293303207317,-0.32512,False,11277.6,11422.38,5630.0,CR,5
0 days 01:34:00.000000000,4bb859,231.1336836495126,0.0,False,11277.6,11422.38,5640.0,CR,5
0 days 01:34:10.000000000,4bb859,231.47293303207317,0.0,False,11277.6,11422.38,5650.0,CR,5
0 days 01:34:20.000000000,4bb859,231.81282760193955,0.0,False,11277.6,11422.38,5660.0,CR,5
0 days 01:34:30.000000000,4bb859,232.19895966763417,0.0,False,11277.6,11430.0,5670.0,CR,5
0 days 01:34:40.000000000,4bb859,232.92499570786543,0.0,False,11277.6,11430.0,5680.0,CR,5
0 days 01:34:50.000000000,4bb859,233.31155579171542,0.0,False,11277.6,11430.0,5690.0,CR,5
0 days 01:35:00.000000000,4bb859,232.92499570786543,0.0,False,11277.6,11430.0,5700.0,CR,5
0 days 01:35:10.000000000,4bb859,232.2468249332572,0.0,False,11277.6,11430.0,5710.0,CR,5
0 days 01:35:20.000000000,4bb859,231.81282760193955,0.0,False,11277.6,11430.0,5720.0,CR,5
0 days 01:35:30.000000000,4bb859,232.15336452526526,0.0,False,11277.6,11430.0,5730.0,CR,5
0 days 01:35:40.000000000,4bb859,232.87954271506598,0.0,False,11277.6,11430.0,5740.0,CR,5
0 days 01:35:50.000000000,4bb859,233.60572933999782,0.0,False,11277.6,11437.62,5750.0,CR,5
0 days 01:36:00.000000000,4bb859,233.60572933999782,0.0,False,11277.6,11437.62,5760.0,CR,5
0 days 01:36:10.000000000,4bb859,233.60572933999782,0.32512,False,11277.6,11437.62,5770.0,CR,5
0 days 01:36:20.000000000,4bb859,233.9911648351577,0.0,False,11277.6,11437.62,5780.0,CR,5
0 days 01:36:30.000000000,4bb859,233.9911648351577,0.0,False,11277.6,11437.62,5790.0,CR,5
0 days 01:36:40.000000000,4bb859,233.60572933999782,0.0,False,11277.6,11437.62,5800.0,CR,5
0 days 01:36:50.000000000,4bb859,232.87954271506598,0.0,False,11277.6,11437.62,5810.0,CR,5
0 days 01:37:00.000000000,4bb859,232.49454097946727,0.0,False,11277.6,11437.62,5820.0,CR,5
0 days 01:37:10.000000000,4bb859,232.15336452526526,0.0,False,11277.6,11437.62,5830.0,CR,5
0 days 01:37:20.000000000,4bb859,231.4271948499997,0.0,False,11277.6,11445.24,5840.0,CR,5
0 days 01:37:30.000000000,4bb859,231.4271948499997,0.0,False,11277.6,11445.24,5850.0,CR,5
0 days 01:37:40.000000000,4bb859,230.31583764093392,0.0,False,11277.6,11445.24,5860.0,CR,5
0 days 01:37:50.000000000,4bb859,229.9311472144499,0.0,False,11277.6,11445.24,5870.0,CR,5
0 days 01:38:00.000000000,4bb859,230.61612778225887,0.0,False,11277.6,11445.24,5880.0,CR,5
0 days 01:38:10.000000000,4bb859,231.68606811187058,-0.32512,False,11277.6,11445.24,5890.0,CR,5
0 days 01:38:20.000000000,4bb859,232.79543128263091,-0.32512,False,11277.6,11445.24,5900.0,CR,5
0 days 01:38:30.000000000,4bb859,233.17880124645316,0.0,False,11277.6,11452.86,5910.0,CR,5
0 days 01:38:40.000000000,4bb859,233.9470502396672,0.0,False,11277.6,11445.24,5920.0,CR,5
0 days 01:38:50.000000000,4bb859,235.01533937765805,0.0,False,11277.6,11452.86,5930.0,CR,5
0 days 01:39:00.000000000,4bb859,235.39959109670448,0.0,False,11277.6,11452.86,5940.0,CR,5
0 days 01:39:10.000000000,4bb859,235.39959109670448,0.0,False,11277.6,11452.86,5950.0,CR,5
0 days 01:39:20.000000000,4bb859,235.74168265209167,0.0,False,11277.6,11452.86,5960.0,CR,5
0 days 01:39:30.000000000,4bb859,236.46803324551036,0.0,False,11277.6,11452.86,5970.0,CR,5
0 days 01:39:40.000000000,4bb859,236.12587319181614,-0.32512,False,11277.6,11452.86,5980.0,CR,5
0 days 01:39:50.000000000,4bb859,235.78433904620098,0.0,False,11277.6,11452.86,5990.0,CR,5
0 days 01:40:00.000000000,4bb859,234.67331675525074,0.32512,False,11277.6,11460.48,6000.0,CR,5
0 days 01:40:10.000000000,4bb859,234.67331675525074,0.0,False,11277.6,11460.48,6010.0,CR,5
0 days 01:40:20.000000000,4bb859,235.3579894414881,0.0,False,11277.6,11460.48,6020.0,CR,5
0 days 01:40:30.000000000,4bb859,235.3186297552748,-0.32512,False,11277.6,11460.48,6030.0,CR,5
0 days 01:40:40.000000000,4bb859,235.66308487236702,0.0,False,11277.6,11460.48,6040.0,CR,5
0 days 01:40:50.000000000,4bb859,236.38967697198777,0.0,False,11277.6,11460.48,6050.0,CR,5
0 days 01:41:00.000000000,4bb859,235.7012642103172,0.0,False,11277.6,11460.48,6060.0,CR,5
0 days 01:41:10.000000000,4bb859,235.3579894414881,0.0,False,11277.6,11460.48,6070.0,CR,5
0 days 01:41:20.000000000,4bb859,234.97479599628983,0.0,False,11277.6,11460.48,6080.0,CR,5
0 days 01:41:30.000000000,4bb859,235.3186297552748,0.0,False,11277.6,11468.1,6090.0,CR,5
0 days 01:41:40.000000000,4bb859,236.04516095866504,0.0,False,11277.6,11468.1,6100.0,CR,5
0 days 01:41:50.000000000,4bb859,236.04516095866504,-0.32512,False,11277.6,11468.1,6110.0,CR,5
0 days 01:42:00.000000000,4bb859,234.97479599628983,0.0,False,11277.6,11468.1,6120.0,CR,5
0 days 01:42:10.000000000,4bb859,233.86558604729717,0.32512,False,11277.6,11468.1,6130.0,CR,5
0 days 01:42:20.000000000,4bb859,233.48334375834813,0.0,False,11277.6,11468.1,6140.0,CR,5
0 days 01:42:30.000000000,4bb859,234.17375604479008,0.0,False,11277.6,11468.1,6150.0,CR,5
0 days 01:42:40.000000000,4bb859,235.246640727069,0.0,False,11277.6,11475.72,6160.0,CR,5
0 days 01:42:50.000000000,4bb859,235.97339357536202,0.0,False,11277.6,11475.72,6170.0,CR,5
0 days 01:43:00.000000000,4bb859,235.62714572666653,0.0,False,11277.6,11475.72,6180.0,CR,5
0 days 01:43:10.000000000,4bb859,235.28151316322564,0.0,False,11277.6,11475.72,6190.0,CR,5
0 days 01:43:20.000000000,4bb859,233.48334375834813,0.0,False,11277.6,11475.72,6200.0,CR,5
0 days 01:43:30.000000000,4bb859,232.75677529834635,0.32512,False,11277.6,11475.72,6210.0,CR,5
0 days 01:43:40.000000000,4bb859,232.75677529834635,0.0,False,11277.6,11475.72,6220.0,CR,5
0 days 01:43:50.000000000,4bb859,233.1016100184004,-0.32512,False,11277.6,11475.72,6230.0,CR,5
0 days 01:44:00.000000000,4bb859,233.48334375834813,-0.32512,False,11277.6,11475.72,6240.0,CR,5
0 days 01:44:10.000000000,4bb859,233.13907365925044,0.0,False,11277.6,11475.72,6250.0,CR,5
0 days 01:44:20.000000000,4bb859,233.48334375834813,0.32512,False,11277.6,11483.34,6260.0,CR,5
0 days 01:44:30.000000000,4bb859,233.82823880729802,0.0,False,11277.6,11483.34,6270.0,CR,5
0 days 01:44:40.000000000,4bb859,233.82823880729802,-0.32512,False,11277.6,11483.34,6280.0,CR,5
0 days 01:44:50.000000000,4bb859,233.79314960177157,0.0,False,11277.6,11483.34,6290.0,CR,5
0 days 01:45:00.000000000,4bb859,233.06641141563927,0.0,False,11277.6,11483.34,6300.0,CR,5
0 days 01:45:10.000000000,4bb859,231.9937109583849,0.0,False,11277.6,11490.96,6310.0,CR,5
0 days 01:45:20.000000000,4bb859,231.2670399775585,0.0,False,11277.6,11490.96,6320.0,CR,5
0 days 01:45:30.000000000,4bb859,231.23270664469916,0.32512,False,11277.6,11490.96,6330.0,CR,5
0 days 01:45:40.000000000,4bb859,232.6862684415908,0.0,False,11277.6,11490.96,6340.0,CR,5
0 days 01:45:50.000000000,4bb859,233.7603194475625,-0.32512,False,11277.6,11490.96,6350.0,CR,5
0 days 01:46:00.000000000,4bb859,234.4871643167177,0.0,False,11277.6,11490.96,6360.0,CR,5
0 days 01:46:10.000000000,4bb859,234.13984894156042,0.0,False,11277.6,11490.96,6370.0,CR,5
0 days 01:46:20.000000000,4bb859,234.13984894156042,0.0,False,11277.6,11498.58,6380.0,CR,5
0 days 01:46:30.000000000,4bb859,234.13984894156042,0.0,False,11277.6,11498.58,6390.0,CR,5
0 days 01:46:40.000000000,4bb859,233.79314960177157,0.0,False,11277.6,11498.58,6400.0,CR,5
0 days 01:46:50.000000000,4bb859,233.7603194475625,-0.32512,False,11277.6,11498.58,6410.0,CR,5
0 days 01:47:00.000000000,4bb859,232.6862684415908,0.0,False,11277.6,11506.2,6420.0,CR,5
0 days 01:47:10.000000000,4bb859,229.7791639058275,0.32512,False,11277.6,11506.2,6430.0,CR,5
0 days 01:47:20.000000000,4bb859,226.8721370673688,-0.32512,False,11285.22,11513.820000000005,6440.0,CR,5
0 days 01:47:30.000000000,4bb859,225.76531875060107,0.0,False,11277.6,11506.2,6450.0,CR,5
0 days 01:47:40.000000000,4bb859,226.11262273397773,-0.32512,False,11277.6,11506.2,6460.0,CR,5
0 days 01:47:50.000000000,4bb859,226.80913582474645,0.97536,False,11277.6,11506.2,6470.0,CR,5
0 days 01:48:00.000000000,4bb859,227.53608631320444,-0.6502399999999999,False,11277.6,11506.2,6480.0,CR,5
0 days 01:48:10.000000000,4bb859,226.83947194058484,0.32512,False,11277.6,11513.82,6490.0,CR,5
0 days 01:48:20.000000000,4bb859,226.11262273397773,0.0,False,11277.6,11506.2,6500.0,CR,5
0 days 01:48:30.000000000,4bb859,224.65893761410305,-0.32512,False,11277.6,11513.82,6510.0,CR,5
0 days 01:48:40.000000000,4bb859,224.65893761410305,0.32512,False,11277.6,11513.82,6520.0,CR,5
0 days 01:48:50.000000000,4bb859,224.2798845401945,-0.32512,False,11277.6,11513.82,6530.0,CR,5
0 days 01:49:00.000000000,4bb859,223.17444039474543,0.0,False,11277.6,11513.82,6540.0,CR,5
0 days 01:49:10.000000000,4bb859,222.79642528718486,0.0,False,11277.6,11513.82,6550.0,CR,5
0 days 01:49:20.000000000,4bb859,222.0694522169674,0.0,False,11277.6,11513.82,6560.0,CR,5
0 days 01:49:30.000000000,4bb859,221.3424828306946,0.0,False,11277.6,11513.82,6570.0,CR,5
0 days 01:49:40.000000000,4bb859,220.61551716478425,0.0,False,11277.6,11513.82,6580.0,CR,5
0 days 01:49:50.000000000,4bb859,220.23791660420025,0.0,False,11277.6,11513.82,6590.0,CR,5
0 days 01:50:00.000000000,4bb859,219.88855525613576,0.0,False,11277.6,11513.82,6600.0,CR,5
0 days 01:50:10.000000000,4bb859,219.88855525613576,0.0,False,11277.6,11513.82,6610.0,CR,5
0 days 01:50:20.000000000,4bb859,220.2667547233517,0.0,False,11277.6,11521.44,6620.0,CR,5
0 days 01:50:30.000000000,4bb859,220.61551716478425,0.0,False,11277.6,11521.44,6630.0,CR,5
0 days 01:50:40.000000000,4bb859,220.99367009683792,0.0,False,11277.6,11521.44,6640.0,CR,5
0 days 01:50:50.000000000,4bb859,220.61551716478425,0.0,False,11277.6,11521.44,6650.0,CR,5
0 days 01:51:00.000000000,4bb859,220.61551716478425,0.0,False,11277.6,11521.44,6660.0,CR,5
0 days 01:51:10.000000000,4bb859,221.3424828306946,0.0,False,11277.6,11521.44,6670.0,CR,5
0 days 01:51:20.000000000,4bb859,221.69194052491142,0.0,False,11277.6,11521.44,6680.0,CR,5
0 days 01:51:30.000000000,4bb859,222.41895760309367,0.0,False,11277.6,11521.44,6690.0,CR,5
0 days 01:51:40.000000000,4bb859,222.41895760309367,0.0,False,11277.6,11529.06,6700.0,CR,5
0 days 01:51:50.000000000,4bb859,223.14597804869632,0.0,False,11277.6,11529.06,6710.0,CR,5
0 days 01:52:00.000000000,4bb859,223.4961682515578,0.0,False,11277.6,11529.06,6720.0,CR,5
0 days 01:52:10.000000000,4bb859,223.4961682515578,0.0,False,11277.6,11529.06,6730.0,CR,5
0 days 01:52:20.000000000,4bb859,223.14597804869632,0.0,False,11277.6,11529.06,6740.0,CR,5
0 days 01:52:30.000000000,4bb859,223.14597804869632,0.0,False,11277.6,11529.06,6750.0,CR,5
0 days 01:52:40.000000000,4bb859,223.87300182891246,0.0,False,11277.6,11536.68,6760.0,CR,5
0 days 01:52:50.000000000,4bb859,224.95030851572474,0.0,False,11277.6,11536.68,6770.0,CR,5
0 days 01:53:00.000000000,4bb859,224.95030851572474,0.0,False,11277.6,11536.68,6780.0,CR,5
0 days 01:53:10.000000000,4bb859,225.67738312952432,0.0,False,11277.6,11536.68,6790.0,CR,5
0 days 01:53:20.000000000,4bb859,225.67738312952432,0.0,False,11277.6,11536.68,6800.0,CR,5
0 days 01:53:30.000000000,4bb859,224.2232368800476,0.0,False,11277.6,11536.68,6810.0,CR,5
0 days 01:53:40.000000000,4bb859,223.14597804869632,0.0,False,11277.6,11536.68,6820.0,CR,5
0 days 01:53:50.000000000,4bb859,222.7691026596999,0.0,False,11277.6,11544.3,6830.0,CR,5
0 days 01:54:00.000000000,4bb859,222.3927786272855,0.0,False,11277.6,11544.3,6840.0,CR,5
0 days 01:54:10.000000000,4bb859,222.74415298585097,0.0,False,11277.6,11544.3,6850.0,CR,5
0 days 01:54:20.000000000,4bb859,223.47129975167942,-0.32512,False,11277.6,11544.3,6860.0,CR,5
0 days 01:54:30.000000000,4bb859,225.5424819218961,0.0,False,11277.6,11544.3,6870.0,CR,5
0 days 01:54:40.000000000,4bb859,230.45540925985023,0.0,False,11277.6,11544.3,6880.0,CR,5
0 days 01:54:50.000000000,4bb859,234.75450065015968,0.32512,False,11277.6,11551.92,6890.0,CR,5
0 days 01:55:00.000000000,4bb859,234.64624921509343,0.0,False,11277.6,11551.92,6900.0,CR,5
0 days 01:55:10.000000000,4bb859,234.19635805300288,0.0,False,11277.6,11551.92,6910.0,CR,5
0 days 01:55:20.000000000,4bb859,233.99738545512523,0.0,False,11277.6,11551.92,6920.0,CR,5
0 days 01:55:30.000000000,4bb859,234.05336359496934,0.0,False,11277.6,11551.92,6930.0,CR,5
0 days 01:55:40.000000000,4bb859,234.30707637756268,0.0,False,11277.6,11551.92,6940.0,CR,5
0 days 01:55:50.000000000,4bb859,234.37088511095692,0.0,False,11277.6,11559.54,6950.0,CR,5
0 days 01:56:00.000000000,4bb859,234.37088511095692,0.0,False,11277.6,11559.54,6960.0,CR,5
0 days 01:56:10.000000000,4bb859,234.62763846987468,0.0,False,11277.6,11559.54,6970.0,CR,5
0 days 01:56:20.000000000,4bb859,235.07332678038318,0.0,False,11277.6,11559.54,6980.0,CR,5
0 days 01:56:30.000000000,4bb859,235.5192953846917,0.0,False,11277.6,11567.16,6990.0,CR,5
0 days 01:56:40.000000000,4bb859,235.5192953846917,0.0,False,11277.6,11567.16,7000.0,CR,5
0 days 01:56:50.000000000,4bb859,236.2216831499173,0.0,False,11277.6,11582.4,7010.0,CR,5
0 days 01:57:00.000000000,4bb859,236.2216831499173,0.0,False,11277.6,11582.4,7020.0,CR,5
0 days 01:57:10.000000000,4bb859,236.2216831499173,-0.32512,False,11277.6,11582.4,7030.0,CR,5
0 days 01:57:20.000000000,4bb859,235.07332678038318,0.32512,False,11277.6,11582.4,7040.0,CR,5
0 days 01:57:30.000000000,4bb859,235.07332678038318,0.32512,False,11277.6,11590.02,7050.0,CR,5
0 days 01:57:40.000000000,4bb859,235.7759206323173,0.0,False,11277.6,11590.02,7060.0,CR,5
0 days 01:57:50.000000000,4bb859,235.7759206323173,0.0,False,11277.6,11590.02,7070.0,CR,5
0 days 01:58:00.000000000,4bb859,235.7759206323173,0.0,False,11277.6,11590.02,7080.0,CR,5
0 days 01:58:10.000000000,4bb859,235.33043835235586,0.0,False,11277.6,11590.02,7090.0,CR,5
0 days 01:58:20.000000000,4bb859,235.33043835235586,0.0,False,11277.6,11590.02,7100.0,CR,5
0 days 01:58:30.000000000,4bb859,235.58839269345455,0.0,False,11277.6,11590.02,7110.0,CR,5
0 days 01:58:40.000000000,4bb859,235.58839269345455,0.0,False,11277.6,11590.02,7120.0,CR,5
0 days 01:58:50.000000000,4bb859,235.58839269345455,0.0,False,11277.6,11597.64,7130.0,CR,5
0 days 01:59:00.000000000,4bb859,235.33043835235586,0.0,False,11277.6,11597.64,7140.0,CR,5
0 days 01:59:10.000000000,4bb859,234.88523790452518,0.0,False,11277.6,11597.64,7150.0,CR,5
0 days 01:59:20.000000000,4bb859,234.1822320535056,0.32512,False,11277.6,11597.64,7160.0,CR,5
0 days 01:59:30.000000000,4bb859,234.1822320535056,0.0,False,11277.6,11597.64,7170.0,CR,5
0 days 01:59:40.000000000,4bb859,234.88523790452518,0.0,False,11277.6,11597.64,7180.0,CR,5
0 days 02:00:00.000000000,4bb859,235.847187038381,0.0,False,11277.6,11605.26,7200.0,CR,5
0 days 02:00:10.000000000,4bb859,235.847187038381,0.0,False,11277.6,11597.64,7210.0,CR,5
0 days 02:00:20.000000000,4bb859,235.847187038381,0.0,False,11277.6,11597.64,7220.0,CR,5
0 days 02:00:30.000000000,4bb859,236.29169509066952,0.0,False,11277.6,11605.26,7230.0,CR,5
0 days 02:00:40.000000000,4bb859,236.99514378205097,0.0,False,11277.6,11605.26,7240.0,CR,5
0 days 02:00:50.000000000,4bb859,237.4397319778145,0.0,False,11277.6,11605.26,7250.0,CR,5
0 days 02:01:00.000000000,4bb859,237.4397319778145,-0.32512,False,11277.6,11605.26,7260.0,CR,5
0 days 02:01:10.000000000,4bb859,236.99514378205097,0.0,False,11277.6,11605.26,7270.0,CR,5
0 days 02:01:20.000000000,4bb859,236.99514378205097,0.0,False,11277.6,11605.26,7280.0,CR,5
0 days 02:01:30.000000000,4bb859,236.55083879815743,0.32512,False,11277.6,11612.88,7290.0,CR,5
0 days 02:01:40.000000000,4bb859,236.10681862497543,0.0,False,11277.6,11612.88,7300.0,CR,5
0 days 02:01:50.000000000,4bb859,236.8108164942221,0.0,False,11277.6,11612.88,7310.000000000001,CR,5
0 days 02:02:00.000000000,4bb859,237.07162543515545,0.0,False,11277.6,11612.88,7320.000000000001,CR,5
0 days 02:02:10.000000000,4bb859,237.51495621671864,0.0,False,11285.22,11612.88,7330.000000000001,CR,5
0 days 02:02:20.000000000,4bb859,237.51495621671864,-0.32512,False,11277.6,11612.88,7340.000000000001,CR,5
0 days 02:02:30.000000000,4bb859,237.51495621671864,0.0,False,11277.6,11612.88,7350.000000000001,CR,5
0 days 02:02:40.000000000,4bb859,237.51495621671864,0.0,False,11277.6,11612.88,7360.000000000001,CR,5
0 days 02:02:50.000000000,4bb859,237.51495621671864,0.0,False,11277.6,11612.88,7370.000000000001,CR,5
0 days 02:03:00.000000000,4bb859,237.51495621671864,0.0,False,11277.6,11612.88,7380.000000000001,CR,5
0 days 02:03:10.000000000,4bb859,237.51495621671864,0.0,False,11277.6,11612.88,7390.000000000001,CR,5
0 days 02:03:20.000000000,4bb859,237.07162543515545,0.32512,False,11277.6,11612.88,7400.000000000001,CR,5
0 days 02:03:30.000000000,4bb859,236.628582490708,0.32512,False,11277.6,11620.5,7410.000000000001,CR,5
0 days 02:03:40.000000000,4bb859,235.48108654352768,0.0,False,11277.6,11620.5,7420.000000000001,CR,5
0 days 02:03:50.000000000,4bb859,235.7433666034464,0.0,False,11277.6,11620.5,7430.000000000001,CR,5
0 days 02:04:00.000000000,4bb859,236.448446611476,0.0,False,11277.6,11620.5,7440.000000000001,CR,5
0 days 02:04:10.000000000,4bb859,236.1858290031712,0.0,False,11277.6,11620.5,7450.000000000001,CR,5
0 days 02:04:20.000000000,4bb859,237.33326288055667,0.0,False,11277.6,11620.5,7460.000000000001,CR,5
0 days 02:04:30.000000000,4bb859,237.59572609340952,-0.32512,False,11277.6,11620.5,7470.000000000001,CR,5
0 days 02:04:40.000000000,4bb859,237.59572609340952,-0.32512,False,11277.6,11620.5,7480.000000000001,CR,5
0 days 02:04:50.000000000,4bb859,237.33326288055667,0.0,False,11277.6,11620.5,7490.000000000001,CR,5
0 days 02:05:00.000000000,4bb859,237.59572609340952,0.0,False,11277.6,11620.5,7500.000000000001,CR,5
0 days 02:05:10.000000000,4bb859,237.59572609340952,0.0,False,11277.6,11620.5,7510.000000000001,CR,5
0 days 02:05:20.000000000,4bb859,238.3008782854124,0.0,False,11277.6,11628.12,7520.000000000001,CR,5
0 days 02:05:30.000000000,4bb859,238.03808077284103,0.0,False,11277.6,11628.12,7530.000000000001,CR,5
0 days 02:05:40.000000000,4bb859,238.7430349497558,0.0,False,11277.6,11628.12,7540.000000000001,CR,5
0 days 02:05:50.000000000,4bb859,238.7430349497558,0.0,False,11277.6,11628.12,7550.000000000001,CR,5
0 days 02:06:00.000000000,4bb859,238.7430349497558,0.0,False,11277.6,11628.12,7560.000000000001,CR,5
0 days 02:06:10.000000000,4bb859,238.3008782854124,0.0,False,11277.6,11628.12,7570.000000000001,CR,5
0 days 02:06:20.000000000,4bb859,238.3008782854124,0.0,False,11277.6,11628.12,7580.000000000001,CR,5
0 days 02:06:30.000000000,4bb859,238.3008782854124,0.0,False,11277.6,11628.12,7590.000000000001,CR,5
0 days 02:06:40.000000000,4bb859,239.27011104598458,-0.32512,False,11277.6,11635.74,7600.000000000001,CR,5
0 days 02:06:50.000000000,4bb859,238.82893018756417,0.0,False,11277.6,11635.74,7610.000000000001,CR,5
0 days 02:07:00.000000000,4bb859,238.56449566194576,0.0,False,11277.6,11635.74,7620.000000000001,CR,5
0 days 02:07:10.000000000,4bb859,238.56449566194576,0.0,False,11277.6,11635.74,7630.000000000001,CR,5
0 days 02:07:20.000000000,4bb859,239.27011104598458,0.0,False,11277.6,11635.74,7640.000000000001,CR,5
0 days 02:07:30.000000000,4bb859,239.53487146825603,0.0,False,11277.6,11635.74,7650.000000000001,CR,5
0 days 02:07:40.000000000,4bb859,239.53487146825603,0.0,False,11277.6,11635.74,7660.000000000001,CR,5
0 days 02:07:50.000000000,4bb859,238.12311889078603,0.0,False,11277.6,11635.74,7670.000000000001,CR,5
0 days 02:08:00.000000000,4bb859,237.6820359542777,0.0,False,11277.6,11635.74,7680.000000000001,CR,5
0 days 02:08:10.000000000,4bb859,237.6820359542777,0.0,False,11277.6,11635.74,7690.000000000001,CR,5
0 days 02:08:20.000000000,4bb859,237.94745117245625,0.0,False,11277.6,11635.74,7700.000000000001,CR,5
0 days 02:08:30.000000000,4bb859,237.24124849132787,0.0,False,11277.6,11643.36,7710.000000000001,CR,5
0 days 02:08:40.000000000,4bb859,237.24124849132787,0.0,False,11277.6,11635.74,7720.000000000001,CR,5
0 days 02:08:50.000000000,4bb859,236.8007581519444,0.0,False,11277.6,11643.36,7730.000000000001,CR,5
