,time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,time_s,phase,color
249,0 days 00:41:30.000000000,4bb859,49.228665626655186,12.011092336554274,233.89613844443667,122.60650595850606,0.0,PGT13K  ,False,False,False,6434.0,11262.36,11231.88,1602463299.88,1602463299.995,2490.0,CR,5
250,0 days 00:41:40.000000000,4bb859,49.21735343286546,12.038124486019735,233.89613844443667,122.60650595850606,0.0,PGT13K  ,False,False,False,6434.0,11262.36,11239.5,1602463309.88,1602463309.9989998,2500.0,CR,5
251,0 days 00:41:50.000000000,4bb859,49.20689392089844,12.063058706430287,234.3296655265108,122.5387239074283,-0.32512,PGT13K  ,False,False,False,6434.0,11262.36,11239.5,1602463319.089,1602463319.9889998,2510.0,CR,5
252,0 days 00:42:00.000000000,4bb859,49.19467163085938,12.092285156249998,235.0401124456797,122.57699266994824,0.0,PGT13K  ,False,False,False,6434.0,11262.36,11239.5,1602463329.8739998,1602463329.9929998,2520.0,CR,5
253,0 days 00:42:10.000000000,4bb859,49.18363952636719,12.118694598858173,235.0401124456797,122.57699266994824,0.32512,PGT13K  ,False,False,False,6434.0,11262.36,11239.5,1602463339.593,1602463339.988,2530.0,CR,5
254,0 days 00:42:20.000000000,4bb859,49.17578228449417,12.137290553042762,235.31750509607616,122.68254397293984,0.97536,PGT13K  ,False,False,False,6434.0,11269.98,11247.12,1602463346.472,1602463349.967,2540.0,CR,5
255,0 days 00:42:30.000000000,4bb859,49.16088556839248,12.172779284025493,236.46131801089612,122.65284024069875,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11254.74,1602463359.5270002,1602463359.955,2550.0,CR,5
256,0 days 00:42:40.000000000,4bb859,49.14961992684057,12.199666876541936,236.46131801089612,122.65284024069875,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11254.74,1602463369.414,1602463369.899,2560.0,CR,5
257,0 days 00:42:50.000000000,4bb859,49.13790893554688,12.227571927584133,235.75066358698902,122.61503076569292,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11254.74,1602463379.665,1602463379.998,2570.0,CR,5
258,0 days 00:43:00.000000000,4bb859,49.12637329101562,12.254896897536053,235.31750509607616,122.68254397293984,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11254.74,1602463389.752,1602463389.982,2580.0,CR,5
259,0 days 00:43:10.000000000,4bb859,49.11497497558594,12.282010591947115,234.17375604479008,122.7125378706352,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11254.74,1602463399.764,1602463399.9770002,2590.0,CR,5
260,0 days 00:43:20.000000000,4bb859,49.10343933105469,12.309405987079327,233.74107204091428,122.78068707678068,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11254.74,1602463409.9729998,1602463409.998,2600.0,CR,5
261,0 days 00:43:30.000000000,4bb859,49.09259343551377,12.334972180818255,234.17375604479008,122.7125378706352,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11254.74,1602463419.459,1602463419.9970002,2610.0,CR,5
262,0 days 00:43:40.000000000,4bb859,49.08137512207031,12.361520620492787,234.88467453803003,122.75030609266035,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11254.74,1602463429.304,1602463429.9989998,2620.0,CR,5
263,0 days 00:43:50.000000000,4bb859,49.07001560017214,12.388385973478618,235.87467776924407,122.89290001505451,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11254.74,1602463439.265,1602463439.9910002,2630.0,CR,5
264,0 days 00:44:00.000000000,4bb859,49.05780029296875,12.417156512920673,236.58607831347015,122.92985451061209,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11254.74,1602463449.869,1602463449.9629998,2640.0,CR,5
265,0 days 00:44:10.000000000,4bb859,49.04646016783633,12.44375128495066,237.2975766864608,122.9665874172277,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11254.74,1602463459.647,1602463459.9910002,2650.0,CR,5
266,0 days 00:44:20.000000000,4bb859,49.036451436705505,12.467169510690788,237.2975766864608,122.9665874172277,0.32512,PGT13K  ,False,False,False,6434.0,11285.22,11262.36,1602463468.231,1602463469.998,2660.0,CR,5
267,0 days 00:44:30.000000000,4bb859,49.0228271484375,12.499060997596152,237.5779033784964,123.07067782276171,0.32512,PGT13K  ,False,False,False,6434.0,11285.22,11262.36,1602463479.965,1602463479.9970002,2670.0,CR,5
268,0 days 00:44:40.000000000,4bb859,49.01124572753906,12.526104266826925,238.2897722081588,123.1068372210533,0.32512,PGT13K  ,False,False,False,6434.0,11292.84,11262.36,1602463489.9320002,1602463489.998,2680.0,CR,5
269,0 days 00:44:50.000000000,4bb859,49.00181657176907,12.54812140213816,238.00917201087555,123.00310069207642,0.32512,PGT13K  ,False,False,False,6434.0,11292.84,11269.98,1602463497.9910002,1602463499.896,2690.0,CR,5
270,0 days 00:45:00.000000000,4bb859,48.98812866210938,12.580120380108173,238.7208634197164,123.03939626971214,0.0,PGT13K  ,False,False,False,6434.0,11285.22,11262.36,1602463509.6829998,1602463509.9989998,2700.0,CR,5
271,0 days 00:45:10.000000000,4bb859,48.97686767578125,12.606388972355768,238.7208634197164,123.03939626971214,0.32512,PGT13K  ,False,False,False,6434.0,11292.84,11269.98,1602463519.305,1602463519.825,2710.0,CR,5
272,0 days 00:45:20.000000000,4bb859,48.972628318657314,12.616352282072368,239.00173538036668,123.14278120285368,0.0,PGT13K  ,False,False,False,6434.0,11292.84,11269.98,1602463522.959,1602463529.9870002,2720.0,CR,5
273,0 days 00:45:30.000000000,4bb859,48.95307637877383,12.661887721011512,239.43265005617715,123.07547606238808,0.0,PGT13K  ,False,False,False,6434.0,11292.84,11269.98,1602463539.653,1602463540.0,2730.0,CR,5
274,0 days 00:45:40.000000000,4bb859,48.9415283203125,12.688786433293268,239.43265005617715,123.07547606238808,0.0,PGT13K  ,False,False,False,6434.0,11292.84,11269.98,1602463549.485,1602463549.994,2740.0,CR,5
275,0 days 00:45:50.000000000,4bb859,48.93141174316406,12.712449293870193,239.43265005617715,123.07547606238808,0.0,PGT13K  ,False,False,False,6434.0,11292.84,11269.98,1602463558.1120002,1602463559.996,2750.0,CR,5
276,0 days 00:46:00.000000000,4bb859,48.9179294392214,12.743779232627466,239.43265005617715,123.07547606238808,0.0,PGT13K  ,False,False,False,6434.0,11292.84,11269.98,1602463569.6260002,1602463569.995,2760.0,CR,5
277,0 days 00:46:10.000000000,4bb859,48.90623474121094,12.771043043870193,239.43265005617715,123.07547606238808,-0.32512,PGT13K  ,False,False,False,6434.0,11292.84,11269.98,1602463579.586,1602463579.986,2770.0,CR,5
278,0 days 00:46:20.000000000,4bb859,48.89886474609375,12.788226787860575,239.43265005617715,123.07547606238808,0.0,PGT13K  ,False,False,False,6434.0,11292.84,11269.98,1602463586.746,1602463589.944,2780.0,CR,5
279,0 days 00:46:30.000000000,4bb859,48.882596290717686,12.82610441509046,239.00173538036668,123.14278120285368,-0.32512,PGT13K  ,False,False,False,6434.0,11285.22,11262.36,1602463599.735,1602463599.985,2790.0,CR,5
280,0 days 00:46:40.000000000,4bb859,48.87089538574219,12.853158804086535,239.28338367520854,123.24592309286787,0.0,PGT13K  ,False,False,False,6434.0,11285.22,11262.36,1602463609.695,1602463609.986,2800.0,CR,5
281,0 days 00:46:50.000000000,4bb859,48.859130859375,12.880413348858173,239.28338367520854,123.24592309286787,0.0,PGT13K  ,False,False,False,6434.0,11285.22,11262.36,1602463619.7,1602463619.992,2810.0,CR,5
282,0 days 00:47:00.000000000,4bb859,48.84796142578125,12.906188964843748,239.28338367520854,123.24592309286787,-0.32512,PGT13K  ,False,False,False,6434.0,11285.22,11262.36,1602463629.1520002,1602463629.965,2820.0,CR,5
283,0 days 00:47:10.000000000,4bb859,48.83688199318061,12.93192010176809,239.28338367520854,123.24592309286787,0.0,PGT13K  ,False,False,False,6434.0,11285.22,11262.36,1602463638.641,1602463639.979,2830.0,CR,5
284,0 days 00:47:20.000000000,4bb859,48.82408012778071,12.961481997841284,238.85330772300054,123.31357738046015,0.0,PGT13K  ,False,False,False,6434.0,11285.22,11262.36,1602463649.498,1602463649.984,2840.0,CR,5
285,0 days 00:47:30.000000000,4bb859,48.81206965042373,12.989092375102794,238.42356599681582,123.38147564720535,0.0,PGT13K  ,False,False,False,6434.0,11285.22,11262.36,1602463659.716,1602463660.0,2850.0,CR,5
286,0 days 00:47:40.000000000,4bb859,48.80080400887182,13.01504034745066,237.99416030717202,123.4496190235272,0.0,PGT13K  ,False,False,False,6434.0,11285.22,11262.36,1602463669.327,1602463669.992,2860.0,CR,5
287,0 days 00:47:50.000000000,4bb859,48.788653874801376,13.042939838610197,237.99416030717202,123.4496190235272,0.0,PGT13K  ,False,False,False,6434.0,11285.22,11269.98,1602463679.685,1602463679.985,2870.0,CR,5
288,0 days 00:48:00.000000000,4bb859,48.77838134765625,13.066547100360575,237.28140461279682,123.41444353297878,-0.32512,PGT13K  ,False,False,False,6434.0,11285.22,11262.36,1602463688.438,1602463689.923,2880.0,CR,5
289,0 days 00:48:10.000000000,4bb859,48.76560974121094,13.095843975360575,236.99849386029823,123.31063082456079,-0.6502399999999999,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463699.982,1602463699.982,2890.0,CR,5
290,0 days 00:48:20.000000000,4bb859,48.75375366210938,13.122957669771633,234.2844850506229,123.44581172394726,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463709.532,1602463710.0,2900.0,CR,5
291,0 days 00:48:30.000000000,4bb859,48.742194741459215,13.149406031558387,233.57173977757702,123.41006594555463,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11254.74,1602463719.5110002,1602463719.9770002,2910.0,CR,5
292,0 days 00:48:40.000000000,4bb859,48.73017883300781,13.176973783052885,234.71391221273618,123.376598303748,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463729.941,1602463730.0,2920.0,CR,5
293,0 days 00:48:50.000000000,4bb859,48.71855163574219,13.20366492638221,235.85616395588062,123.34345481839935,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463739.911,1602463739.9929998,2930.0,CR,5
294,0 days 00:49:00.000000000,4bb859,48.7071533203125,13.229581392728365,235.99470179514591,123.62078608512334,-0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463749.6620002,1602463749.9320002,2940.0,CR,5
295,0 days 00:49:10.000000000,4bb859,48.69564250364142,13.255727667557563,235.56648598505922,123.6900675259798,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463759.47,1602463760.0,2950.0,CR,5
296,0 days 00:49:20.000000000,4bb859,48.68339538574219,13.283667931189905,235.28151316322564,123.58583032227921,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463769.948,1602463769.9970002,2960.0,CR,5
297,0 days 00:49:30.000000000,4bb859,48.67181396484375,13.310006948617787,234.56841263880986,123.55066201149995,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463779.897,1602463779.99,2970.0,CR,5
298,0 days 00:49:40.000000000,4bb859,48.66058866856461,13.33566766036184,233.85540102790299,123.51527923502563,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463789.8520002,1602463789.9970002,2980.0,CR,5
299,0 days 00:49:50.000000000,4bb859,48.64897155761719,13.362192007211535,232.85908597374802,123.37410135669138,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463799.6320002,1602463799.924,2990.0,CR,5
300,0 days 00:50:00.000000000,4bb859,48.63735910189354,13.388647782175164,232.000555507508,123.51388179743931,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463809.752,1602463809.998,3000.0,CR,5
301,0 days 00:50:10.000000000,4bb859,48.628002102092154,13.409897653680098,232.000555507508,123.51388179743931,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463817.863,1602463819.954,3010.0,CR,5
302,0 days 00:50:20.000000000,4bb859,48.614269191935904,13.441266511615956,232.000555507508,123.51388179743931,-0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463829.84,1602463829.995,3020.0,CR,5
303,0 days 00:50:30.000000000,4bb859,48.60269165039063,13.467618502103365,231.57181096003703,123.584160475593,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463839.94,1602463839.988,3030.0,CR,5
304,0 days 00:50:40.000000000,4bb859,48.591831013307726,13.49222283614309,232.28499610980285,123.6196796258702,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463849.35,1602463849.9829998,3040.0,CR,5
305,0 days 00:50:50.000000000,4bb859,48.579494670286024,13.520050048828125,233.2837630164669,123.76015407146663,-0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463859.948,1602463859.992,3050.0,CR,5
306,0 days 00:51:00.000000000,4bb859,48.56986999511719,13.541776216947115,233.99738545512523,123.79487676184273,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463868.228,1602463869.909,3060.0,CR,5
307,0 days 00:51:10.000000000,4bb859,48.55766167074946,13.569271689967106,233.99738545512523,123.79487676184273,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463878.715,1602463879.936,3070.0,CR,5
308,0 days 00:51:20.000000000,4bb859,48.54496765136719,13.597905085637018,233.2837630164669,123.76015407146663,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463889.594,1602463889.9970002,3080.0,CR,5
309,0 days 00:51:30.000000000,4bb859,48.53354761155985,13.623697381270555,233.2837630164669,123.76015407146663,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463899.43,1602463899.97,3090.0,CR,5
310,0 days 00:51:40.000000000,4bb859,48.52265438791049,13.648199784128288,232.85624461754009,123.8304980769171,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463908.799,1602463909.981,3100.0,CR,5
311,0 days 00:51:50.000000000,4bb859,48.51008605957031,13.676358736478365,232.00226661323742,123.9719633055732,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463919.6120002,1602463919.941,3110.0,CR,5
312,0 days 00:52:00.000000000,4bb859,48.49969482421875,13.699599045973553,231.8641968425241,124.14842398398022,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602463929.524,1602463929.992,3120.0,CR,5
313,0 days 00:52:10.000000000,4bb859,48.49244198556674,13.715635600842926,231.8641968425241,124.14842398398022,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463934.7489998,1602463939.99,3130.0,CR,5
314,0 days 00:52:20.000000000,4bb859,48.47479248046875,13.75481238731971,230.86158129613807,124.00876758619499,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463949.9329998,1602463950.0,3140.0,CR,5
315,0 days 00:52:30.000000000,4bb859,48.463160627979356,13.780903063322368,231.00139601323312,123.83162568022944,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463959.9910002,1602463959.9970002,3150.0,CR,5
316,0 days 00:52:40.000000000,4bb859,48.45594503111758,13.79709344161184,231.4289101949606,123.76071580030235,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463966.255,1602463969.939,3160.0,CR,5
317,0 days 00:52:50.000000000,4bb859,48.44062934487554,13.831570273951481,230.7153729124344,123.72550090396912,-0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463979.562,1602463979.93,3170.0,CR,5
318,0 days 00:53:00.000000000,4bb859,48.42913094213454,13.857373689350329,230.7153729124344,123.72550090396912,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602463989.515,1602463989.988,3180.0,CR,5
319,0 days 00:53:10.000000000,4bb859,48.41716003417969,13.884324293870193,231.00139601323312,123.83162568022944,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602463999.917,1602463999.98,3190.0,CR,5
320,0 days 00:53:20.000000000,4bb859,48.40585482322563,13.909558747944072,230.14743502352613,123.97423521213206,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11262.36,1602464009.673,1602464009.896,3200.0,CR,5
321,0 days 00:53:30.000000000,4bb859,48.3963581667108,13.930736340974505,230.14743502352613,123.97423521213206,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464017.9120002,1602464019.9529998,3210.0,CR,5
322,0 days 00:53:40.000000000,4bb859,48.38290456998146,13.960587350945726,229.72099218338408,124.04593735660166,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464029.554,1602464029.924,3220.0,CR,5
323,0 days 00:53:50.000000000,4bb859,48.37182513738082,13.98516203227796,230.00940245328133,124.15212024741058,-0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464039.1339998,1602464039.926,3230.0,CR,5
324,0 days 00:54:00.000000000,4bb859,48.35957336425781,14.012286846454325,230.43531156293156,124.08031138278244,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464049.685,1602464050.0,3240.0,CR,5
325,0 days 00:54:10.000000000,4bb859,48.34826970504502,14.037274812397206,230.43531156293156,124.08031138278244,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464059.448,1602464059.887,3250.0,CR,5
326,0 days 00:54:20.000000000,4bb859,48.338679944054576,14.058596962376644,230.43531156293156,124.08031138278244,-0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464067.702,1602464069.9970002,3260.0,CR,5
327,0 days 00:54:30.000000000,4bb859,48.32505798339844,14.088839017427885,230.00940245328133,124.15212024741058,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464079.5110002,1602464079.998,3270.0,CR,5
328,0 days 00:54:40.000000000,4bb859,48.31549072265625,14.11003699669471,230.00940245328133,124.15212024741058,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464087.754,1602464089.988,3280.0,CR,5
329,0 days 00:54:50.000000000,4bb859,48.30152893066406,14.140883225661053,230.00940245328133,124.15212024741058,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464099.744,1602464099.994,3290.0,CR,5
330,0 days 00:55:00.000000000,4bb859,48.289660437632406,14.167014674136512,230.2986007108401,124.25803682217165,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464109.992,1602464109.9989998,3300.0,CR,5
331,0 days 00:55:10.000000000,4bb859,48.278487900556144,14.191589355468748,229.583855974204,124.22419542907144,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464119.593,1602464119.9770002,3310.0,CR,5
332,0 days 00:55:20.000000000,4bb859,48.26833951271186,14.213851125616774,228.7338590018886,124.36914976902193,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464128.546,1602464129.986,3320.0,CR,5
333,0 days 00:55:30.000000000,4bb859,48.25511867717161,14.242834793893913,229.1586741459088,124.29653818266719,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464139.7389998,1602464139.947,3330.0,CR,5
334,0 days 00:55:40.000000000,4bb859,48.24389958785752,14.26748175370066,229.1586741459088,124.29653818266719,-0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464149.474,1602464149.998,3340.0,CR,5
335,0 days 00:55:50.000000000,4bb859,48.2333787821107,14.290538587068255,228.7338590018886,124.36914976902193,-0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464158.738,1602464159.8479998,3350.0,CR,5
336,0 days 00:56:00.000000000,4bb859,48.2205769167108,14.318654913651311,227.5942350711977,124.40847225202863,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464169.646,1602464169.975,3360.0,CR,5
337,0 days 00:56:10.000000000,4bb859,48.20924377441406,14.343355618990385,227.5942350711977,124.40847225202863,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464179.554,1602464179.9970002,3370.0,CR,5
338,0 days 00:56:20.000000000,4bb859,48.197021484375,14.369976337139425,229.02466794289046,124.47538105504292,-0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464189.982,1602464189.996,3380.0,CR,5
339,0 days 00:56:30.000000000,4bb859,48.18547652939618,14.395197818153784,229.02466794289046,124.47538105504292,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11269.98,1602464199.951,1602464199.996,3390.0,CR,5
340,0 days 00:56:40.000000000,4bb859,48.17417907714844,14.419837364783652,229.4489446669263,124.40266485497645,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464209.64,1602464209.9910002,3400.0,CR,5
341,0 days 00:56:50.000000000,4bb859,48.16474914550781,14.440471942608173,229.4489446669263,124.40266485497645,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464217.758,1602464219.994,3410.0,CR,5
342,0 days 00:57:00.000000000,4bb859,48.15065545550847,14.471318171574518,228.7338590018886,124.36914976902193,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464229.934,1602464229.992,3420.0,CR,5
343,0 days 00:57:10.000000000,4bb859,48.139063948291856,14.496600811298075,227.30392468170174,124.30148703541668,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464239.959,1602464239.9970002,3430.0,CR,5
344,0 days 00:57:20.000000000,4bb859,48.12751899331304,14.521813025841345,226.45471942020268,124.44819049380772,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464249.998,1602464249.998,3440.0,CR,5
345,0 days 00:57:30.000000000,4bb859,48.11627197265625,14.546310424804688,225.73952785207675,124.41437507789897,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464259.788,1602464259.986,3450.0,CR,5
346,0 days 00:57:40.000000000,4bb859,48.1049411579714,14.570899376502405,224.46801731662654,124.63701897275328,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464269.697,1602464269.969,3460.0,CR,5
347,0 days 00:57:50.000000000,4bb859,48.09381517313295,14.594843937800482,224.04493938263118,124.71179476791771,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464279.408,1602464279.9929998,3470.0,CR,5
348,0 days 00:58:00.000000000,4bb859,48.08217711367849,14.61998572716346,223.32914091473216,124.6784589572562,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464289.649,1602464289.985,3480.0,CR,5
349,0 days 00:58:10.000000000,4bb859,48.072680457163656,14.640549879807693,223.32914091473216,124.6784589572562,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464297.966,1602464299.8679998,3490.0,CR,5
350,0 days 00:58:20.000000000,4bb859,48.06033325195313,14.667160034179688,224.04493938263118,124.71179476791771,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464308.775,1602464309.906,3500.0,CR,5
351,0 days 00:58:30.000000000,4bb859,48.04774475097656,14.69428253173828,224.46801731662654,124.63701897275328,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464319.7670002,1602464319.971,3510.0,CR,5
352,0 days 00:58:40.000000000,4bb859,48.03739929199219,14.716598510742188,224.46801731662654,124.63701897275328,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464328.784,1602464329.9989998,3520.0,CR,5
353,0 days 00:58:50.000000000,4bb859,48.028362726761124,14.736187274639425,224.8914761355044,124.56252464888182,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11277.6,1602464336.67,1602464339.971,3530.0,CR,5
354,0 days 00:59:00.000000000,4bb859,48.01327514648438,14.76885223388672,224.8914761355044,124.56252464888182,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11285.22,1602464349.8839998,1602464349.9889998,3540.0,CR,5
355,0 days 00:59:10.000000000,4bb859,48.00228881835938,14.792610168457033,224.8914761355044,124.56252464888182,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11285.22,1602464359.4729998,1602464359.934,3550.0,CR,5
356,0 days 00:59:20.000000000,4bb859,47.993029578257406,14.812669020432693,224.46801731662654,124.63701897275328,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11285.22,1602464367.556,1602464369.9870002,3560.0,CR,5
357,0 days 00:59:30.000000000,4bb859,47.97883114572298,14.843303973858173,224.46801731662654,124.63701897275328,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11285.22,1602464379.939,1602464379.996,3570.0,CR,5
358,0 days 00:59:40.000000000,4bb859,47.96751895193326,14.867741511418268,225.18372142561,124.67031791098057,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11285.22,1602464389.836,1602464389.99,3580.0,CR,5
359,0 days 01:00:00.000000000,4bb859,47.94465637207031,14.917030334472654,225.60700995468602,124.59599739224376,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11285.22,1602464409.736,1602464409.972,3600.0,CR,5
360,0 days 01:00:10.000000000,4bb859,47.9329833984375,14.942161560058596,224.76081320981635,124.74491823746321,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11285.22,1602464419.891,1602464420.0,3610.0,CR,5
361,0 days 01:00:20.000000000,4bb859,47.924039161811436,14.961407001201925,224.04493938263118,124.71179476791771,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11285.22,1602464427.684,1602464429.861,3620.0,CR,5
362,0 days 01:00:30.000000000,4bb859,47.91046142578125,14.990570068359375,224.04493938263118,124.71179476791771,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11285.22,1602464439.559,1602464439.994,3630.0,CR,5
363,0 days 01:00:40.000000000,4bb859,47.89894750562765,15.015282264122595,224.33828745813202,124.81979970046758,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11292.84,1602464449.593,1602464449.9770002,3640.0,CR,5
364,0 days 01:00:50.000000000,4bb859,47.890869140625,15.032455444335938,224.33828745813202,124.81979970046758,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11292.84,1602464456.607,1602464459.96,3650.0,CR,5
365,0 days 01:01:00.000000000,4bb859,47.87576449119438,15.064720740685095,223.9161463356656,124.89496363496204,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11292.84,1602464469.776,1602464469.9870002,3660.0000000000005,CR,5
366,0 days 01:01:10.000000000,4bb859,47.86555480957031,15.08642578125,223.49439202190564,124.97041138211644,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11292.84,1602464478.68,1602464479.975,3670.0000000000005,CR,5
367,0 days 01:01:20.000000000,4bb859,47.85421080508474,15.110497107872595,223.78964436984143,125.0783414583143,0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11292.84,1602464488.4989998,1602464489.9970002,3680.0000000000005,CR,5
368,0 days 01:01:30.000000000,4bb859,47.8414306640625,15.137580871582033,224.9273657178767,125.03496250231348,-0.32512,PGT13K  ,False,False,False,6434.0,11277.6,11292.84,1602464499.538,1602464499.945,3690.0000000000005,CR,5
369,0 days 01:01:40.000000000,4bb859,47.830003641419495,15.161907489483173,225.054404126373,124.85253636668342,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11292.84,1602464509.397,1602464509.982,3700.0000000000005,CR,5
370,0 days 01:01:50.000000000,4bb859,47.82051086425781,15.18207550048828,225.7705937987114,124.88506534890087,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11292.84,1602464517.605,1602464519.9929998,3710.0000000000005,CR,5
371,0 days 01:02:00.000000000,4bb859,47.80641174316406,15.212150573730467,225.7705937987114,124.88506534890087,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11292.84,1602464529.78,1602464529.9329998,3720.0000000000005,CR,5
372,0 days 01:02:10.000000000,4bb859,47.79473876953125,15.23686981201172,225.64395860808983,125.06693058855943,0.0,PGT13K  ,False,False,False,6434.0,11277.6,11292.84,1602464539.8620002,1602464539.9970002,3730.0000000000005,CR,5
